"","0","1","2","3","4","5","6"
"5514",0.76,0,0.11,0.03,0.04,0.02,0.04
"5515",0.01,0.02,0.84,0.07,0.01,0.02,0.03
"5516",0.01,0,0.03,0.01,0.05,0.02,0.88
"5517",0.04,0.01,0.04,0.01,0.86,0.03,0.01
"5518",0,1,0,0,0,0,0
"5519",0.94,0,0.01,0.01,0.01,0.01,0.02
"5520",0.03,0.15,0.53,0.09,0.03,0.05,0.12
"5521",0,1,0,0,0,0,0
"5522",0.03,0.01,0.72,0.21,0.01,0.02,0
"5523",0.01,0,0.02,0.02,0.86,0.08,0.01
"5524",0.03,0,0.9,0,0,0.01,0.06
"5525",0.14,0.01,0.01,0.28,0.03,0.45,0.08
"5526",0.01,0.04,0.08,0.74,0,0.07,0.06
"5527",0,0,0,0.87,0,0.13,0
"5528",0.05,0.02,0.11,0.09,0.23,0.17,0.33
"5529",0.01,0.23,0.36,0.3,0,0.06,0.04
"5530",0.04,0.01,0.01,0.87,0,0.06,0.01
"5531",0,1,0,0,0,0,0
"5532",0.01,0,0.04,0,0.04,0.01,0.9
"5533",0,1,0,0,0,0,0
"5534",0,1,0,0,0,0,0
"5535",0.06,0,0.01,0.81,0.07,0.05,0
"5536",0,0,0.01,0,0.98,0.01,0
"5537",0,0,0.01,0.01,0.92,0.04,0.02
"5538",0,0,0.01,0.04,0,0.94,0.01
"5539",0,1,0,0,0,0,0
"5540",0.05,0,0,0.09,0.03,0.81,0.02
"5541",0.02,0.12,0.02,0.16,0.05,0.55,0.08
"5542",0.04,0,0.09,0.01,0.03,0.05,0.78
"5543",0.03,0,0.79,0.1,0.01,0.06,0.01
"5544",0.07,0,0.04,0.03,0.06,0.65,0.15
"5545",0.07,0,0.73,0.09,0.01,0.04,0.06
"5546",0.04,0,0.7,0.02,0.14,0,0.1
"5547",0.02,0.01,0.1,0.02,0.09,0.02,0.74
"5548",0,0.02,0.13,0.8,0.01,0.04,0
"5549",0.04,0.14,0.13,0.22,0.17,0.18,0.12
"5550",0.93,0,0.03,0.01,0,0.03,0
"5551",0.84,0,0,0.07,0.02,0.04,0.03
"5552",0,0.01,0,0,0.97,0.02,0
"5553",0,0.99,0,0.01,0,0,0
"5554",0,0.01,0.01,0.01,0.96,0.01,0
"5555",0.01,0,0.09,0.01,0.02,0.15,0.72
"5556",0.01,0.08,0.44,0.2,0.19,0.04,0.04
"5557",0.01,0,0.89,0.05,0.02,0.02,0.01
"5558",0,0.01,0.01,0.7,0.08,0.17,0.03
"5559",0,0.92,0.06,0,0.01,0,0.01
"5560",0.01,0.02,0.78,0.14,0,0.05,0
"5561",0,1,0,0,0,0,0
"5562",0.01,0.02,0.08,0.7,0.03,0.15,0.01
"5563",0.08,0,0,0.06,0,0.83,0.03
"5564",0,0,0,0,0.93,0.04,0.03
"5565",0,0,0.87,0.02,0.05,0.03,0.03
"5566",0.01,0,0.09,0.02,0.73,0.11,0.04
"5567",0.04,0.03,0.74,0.08,0.01,0.06,0.04
"5568",0.85,0,0.05,0.01,0.02,0.04,0.03
"5569",0,0.21,0.64,0.09,0.03,0.02,0.01
"5570",0,1,0,0,0,0,0
"5571",0,1,0,0,0,0,0
"5572",0.02,0,0.18,0.06,0.09,0.02,0.63
"5573",0.01,0,0.02,0,0.92,0.03,0.02
"5574",0.05,0.01,0.22,0.05,0.01,0.03,0.63
"5575",0.16,0,0.68,0.06,0.03,0.04,0.03
"5576",0.03,0,0.01,0.01,0.01,0.02,0.92
"5577",0,1,0,0,0,0,0
"5578",0.01,0.74,0.04,0.08,0.03,0,0.1
"5579",0,0.02,0.83,0.08,0.01,0.03,0.03
"5580",0,0.03,0.01,0.01,0.92,0.02,0.01
"5581",0,0.01,0.02,0.04,0.83,0.09,0.01
"5582",0,0.01,0.94,0.01,0.01,0.02,0.01
"5583",0,0.04,0.8,0.07,0.03,0.02,0.04
"5584",0.01,0.05,0.09,0.04,0.27,0.05,0.49
"5585",0,1,0,0,0,0,0
"5586",0.82,0.01,0.04,0.03,0.03,0.06,0.01
"5587",0,0.99,0,0.01,0,0,0
"5588",0.01,0.07,0.55,0.08,0.15,0.07,0.07
"5589",0,0.03,0.02,0.09,0,0.84,0.02
"5590",0.71,0,0.04,0.02,0.04,0.02,0.17
"5591",0.21,0,0.04,0.26,0.02,0.46,0.01
"5592",0.92,0,0,0.02,0,0.04,0.02
"5593",0.02,0,0.96,0.01,0,0,0.01
"5594",0,0.98,0,0.02,0,0,0
"5595",0.91,0,0,0.01,0.01,0.04,0.03
"5596",0.05,0.01,0.12,0.04,0.1,0.04,0.64
"5597",0.05,0.04,0.05,0.02,0.09,0.66,0.09
"5598",0.03,0.03,0.22,0.41,0.05,0.12,0.14
"5599",0.15,0.03,0.06,0.59,0,0.15,0.02
"5600",0.07,0.01,0.17,0.02,0.13,0.03,0.57
"5601",0.02,0,0.03,0.01,0.09,0.04,0.81
"5602",0.02,0,0.04,0.16,0.03,0.72,0.03
"5603",0,0.01,0.92,0.03,0.01,0.01,0.02
"5604",0,1,0,0,0,0,0
"5605",0.03,0,0.01,0.04,0.07,0.76,0.09
"5606",0,0.05,0.89,0.05,0,0,0.01
"5607",0.18,0.02,0.23,0.4,0.05,0.1,0.02
"5608",0,0.02,0,0.78,0.01,0.19,0
"5609",0.99,0,0.01,0,0,0,0
"5610",0,0.93,0,0.05,0,0.01,0.01
"5611",0.17,0,0.1,0.1,0.07,0.1,0.46
"5612",0.83,0,0,0.06,0.02,0.05,0.04
"5613",0.07,0.03,0.01,0.6,0.11,0.16,0.02
"5614",0.01,0.03,0.02,0.65,0.04,0.23,0.02
"5615",0.02,0.07,0.11,0.65,0.01,0.13,0.01
"5616",0,0.01,0.08,0.77,0.05,0.08,0.01
"5617",0.02,0,0.03,0.31,0.01,0.62,0.01
"5618",0,0.15,0.02,0.75,0,0.08,0
"5619",0.17,0.01,0.52,0.04,0.09,0.07,0.1
"5620",0.97,0,0,0,0,0.03,0
"5621",0.98,0,0,0,0,0.01,0.01
"5622",0.22,0,0.1,0.09,0.09,0.1,0.4
"5623",0.13,0,0.17,0.46,0.04,0.18,0.02
"5624",0.05,0.01,0.06,0.75,0,0.1,0.03
"5625",0.09,0.02,0.8,0.04,0.02,0.01,0.02
"5626",0.04,0,0.06,0.7,0.06,0.14,0
"5627",0.09,0,0.04,0.45,0.01,0.34,0.07
"5628",0.95,0,0.02,0.01,0,0.01,0.01
"5629",0.07,0,0.06,0.12,0.06,0.46,0.23
"5630",0.01,0,0,0.96,0,0.03,0
"5631",0.71,0,0.1,0.07,0.04,0.04,0.04
"5632",0.04,0.04,0.72,0.03,0.04,0.05,0.08
"5633",0,1,0,0,0,0,0
"5634",0.79,0.01,0.01,0.03,0.03,0.1,0.03
"5635",0.03,0,0.13,0.03,0.58,0.08,0.15
"5636",0.02,0,0.13,0,0.42,0.05,0.38
"5637",0.01,0,0.02,0,0.96,0,0.01
"5638",0,0.99,0.01,0,0,0,0
"5639",0.32,0.01,0.19,0.11,0.14,0.07,0.16
"5640",0.89,0,0.03,0.03,0.01,0.03,0.01
"5641",0,1,0,0,0,0,0
"5642",0,0.05,0.81,0.06,0.04,0.02,0.02
"5643",0.98,0,0.01,0,0.01,0,0
"5644",0.01,0.01,0.94,0.03,0,0.01,0
"5645",0,1,0,0,0,0,0
"5646",0.01,0,0.03,0,0.04,0.01,0.91
"5647",0,1,0,0,0,0,0
"5648",0,0.01,0.03,0.04,0.02,0.03,0.87
"5649",0.01,0,0,0.02,0.9,0.06,0.01
"5650",0.03,0.02,0.62,0.06,0.14,0.01,0.12
"5651",0.98,0,0,0,0,0.01,0.01
"5652",0.02,0.01,0.35,0.09,0.36,0.07,0.1
"5653",0,0,0.02,0.94,0,0.04,0
"5654",0.03,0.03,0.09,0.06,0.05,0.04,0.7
"5655",0.02,0.02,0.02,0.74,0.03,0.15,0.02
"5656",0.94,0,0,0.01,0,0.02,0.03
"5657",0.02,0.02,0.05,0.09,0.67,0.1,0.05
"5658",0.04,0.02,0.05,0.02,0.77,0.03,0.07
"5659",0.01,0.05,0.01,0.18,0,0.72,0.03
"5660",0,1,0,0,0,0,0
"5661",0.06,0.01,0.38,0.04,0.26,0.07,0.18
"5662",0,0.75,0.04,0.03,0.05,0.05,0.08
"5663",0.01,0.01,0.01,0.02,0.03,0.04,0.88
"5664",0.01,0.89,0.01,0.03,0,0.01,0.05
"5665",0.02,0.02,0.07,0.73,0,0.15,0.01
"5666",0,0.04,0.02,0.09,0.1,0.73,0.02
"5667",0.03,0,0.02,0,0.9,0.02,0.03
"5668",0,1,0,0,0,0,0
"5669",0.01,0.01,0,0.16,0.33,0.46,0.03
"5670",0,0.93,0.01,0.04,0.02,0,0
"5671",0.01,0.01,0.89,0.07,0,0.01,0.01
"5672",0,1,0,0,0,0,0
"5673",0.03,0.01,0.05,0.05,0.69,0.05,0.12
"5674",0,0.09,0.08,0.03,0.04,0.04,0.72
"5675",0.28,0.07,0.14,0.19,0.09,0.08,0.15
"5676",0,0.03,0,0,0.94,0.03,0
"5677",0.02,0.02,0.03,0.04,0.03,0.84,0.02
"5678",0.02,0.02,0.12,0.14,0.64,0.06,0
"5679",0.05,0,0.06,0.24,0.12,0.5,0.03
"5680",0,0.96,0,0.01,0.01,0.01,0.01
"5681",0.03,0.01,0.05,0.06,0.06,0.09,0.7
"5682",0,0.01,0,0,0.07,0.01,0.91
"5683",0,1,0,0,0,0,0
"5684",0.93,0,0.01,0,0,0.02,0.04
"5685",0.89,0,0.01,0.02,0.03,0.05,0
"5686",0.01,0,0.01,0.9,0.03,0.05,0
"5687",0,0.02,0.89,0.03,0.01,0.01,0.04
"5688",0.05,0.02,0.3,0.04,0.41,0.04,0.14
"5689",0,0.04,0.02,0.01,0.07,0.83,0.03
"5690",0.06,0.01,0.43,0.41,0.01,0.05,0.03
"5691",0,0.52,0.14,0.29,0.01,0.03,0.01
"5692",0,0.04,0.01,0.01,0.01,0.91,0.02
"5693",0,1,0,0,0,0,0
"5694",0.01,0.8,0,0.03,0.05,0.06,0.05
"5695",0.01,0.02,0.04,0.12,0.74,0.02,0.05
"5696",0.71,0,0.05,0.04,0.04,0.12,0.04
"5697",0.03,0,0.07,0.02,0.84,0.01,0.03
"5698",0.88,0,0.02,0.02,0.04,0.02,0.02
"5699",0.02,0.01,0.91,0.02,0,0.03,0.01
"5700",0.02,0.04,0.19,0.67,0.04,0.04,0
"5701",0.02,0.26,0.03,0.15,0.42,0.1,0.02
"5702",0.16,0,0.07,0.57,0.02,0.16,0.02
"5703",0,0.01,0.97,0.02,0,0,0
"5704",0.08,0.02,0.11,0.2,0.11,0.45,0.03
"5705",0.01,0.97,0,0,0,0.02,0
"5706",0.96,0,0,0,0.01,0.03,0
"5707",0.95,0,0,0.01,0,0.04,0
"5708",0,0.06,0,0.04,0.86,0.02,0.02
"5709",0.1,0.01,0.78,0.06,0.02,0.02,0.01
"5710",0.01,0.01,0.7,0.18,0.04,0.04,0.02
"5711",0.01,0.01,0.01,0.13,0.19,0.63,0.02
"5712",0.02,0,0,0,0.96,0.02,0
"5713",0.01,0.04,0.07,0.61,0.15,0.12,0
"5714",0.04,0.12,0.4,0.31,0.06,0.06,0.01
"5715",0.02,0,0.01,0.01,0.02,0.03,0.91
"5716",0.02,0.08,0.36,0.12,0.1,0.17,0.15
"5717",0.05,0,0.09,0.01,0.68,0.04,0.13
"5718",0,0.02,0.03,0.1,0.04,0.63,0.18
"5719",0.04,0.02,0.22,0.53,0.04,0.1,0.05
"5720",0,0,0.73,0.04,0.15,0.04,0.04
"5721",0.05,0,0.29,0.52,0,0.09,0.05
"5722",0.02,0,0.05,0.01,0.09,0.06,0.77
"5723",0.09,0.07,0.1,0.32,0.09,0.1,0.23
"5724",0,0,0.05,0.04,0.87,0.02,0.02
"5725",0.02,0.02,0.08,0.01,0.02,0.1,0.75
"5726",0.02,0,0.07,0.06,0.04,0.03,0.78
"5727",0.02,0,0.05,0.65,0.05,0.18,0.05
"5728",0.09,0.03,0.09,0.07,0.14,0.53,0.05
"5729",0,0,0,0,0.97,0.03,0
"5730",0.01,0,0.02,0.01,0,0,0.96
"5731",0.97,0,0,0.03,0,0,0
"5732",0,0,0.01,0.03,0.01,0.03,0.92
"5733",0.42,0,0.04,0.05,0.14,0.3,0.05
"5734",0,1,0,0,0,0,0
"5735",0,0,0.97,0,0.01,0,0.02
"5736",0.98,0,0,0.02,0,0,0
"5737",0,0,0.03,0.01,0.02,0.02,0.92
"5738",0,0.99,0,0,0.01,0,0
"5739",0.03,0.07,0.01,0.56,0.12,0.2,0.01
"5740",0.01,0.11,0.7,0.17,0.01,0,0
"5741",0,0.98,0,0,0.01,0.01,0
"5742",0.48,0.01,0.1,0.03,0.1,0,0.28
"5743",0.04,0.02,0.61,0.09,0.04,0.04,0.16
"5744",0,0.01,0.9,0.04,0,0,0.05
"5745",0.02,0.04,0.02,0.7,0.01,0.16,0.05
"5746",0,0,0.06,0.85,0.02,0.06,0.01
"5747",0.06,0.02,0,0.07,0.71,0.13,0.01
"5748",0.08,0.02,0.77,0.07,0.01,0.01,0.04
"5749",0,0.99,0,0.01,0,0,0
"5750",0,0,0,0.01,0.07,0,0.92
"5751",0.02,0,0.02,0,0.01,0,0.95
"5752",0,0,0.02,0.02,0.02,0.01,0.93
"5753",0,0,0,0.96,0,0.03,0.01
"5754",0,0,0.04,0.01,0.02,0.03,0.9
"5755",0.05,0,0,0.04,0.79,0.09,0.03
"5756",0.07,0,0.01,0.23,0.02,0.64,0.03
"5757",0.14,0,0.54,0.05,0.15,0.06,0.06
"5758",0,0.01,0.01,0.01,0.02,0.02,0.93
"5759",0,0,0.01,0,0.02,0.06,0.91
"5760",0,1,0,0,0,0,0
"5761",0.1,0.01,0.08,0.02,0.06,0.04,0.69
"5762",0,0.16,0.03,0.01,0.04,0.75,0.01
"5763",0.01,0.01,0,0.19,0.09,0.68,0.02
"5764",0.01,0,0.91,0.03,0.02,0,0.03
"5765",0.03,0.01,0.81,0.03,0.03,0,0.09
"5766",0.03,0.03,0,0,0.02,0.9,0.02
"5767",0.12,0.03,0.31,0.2,0.05,0.23,0.06
"5768",0.89,0.01,0.08,0,0.01,0.01,0
"5769",0,1,0,0,0,0,0
"5770",0.01,0.03,0.19,0.49,0.11,0.06,0.11
"5771",0.06,0,0.01,0.72,0.01,0.2,0
"5772",0.14,0,0.62,0.09,0.04,0.09,0.02
"5773",0.02,0.01,0.02,0.12,0.09,0.72,0.02
"5774",0.22,0,0.1,0.05,0.03,0.09,0.51
"5775",0,0.07,0.03,0.09,0.74,0.06,0.01
"5776",0.06,0.06,0.01,0.03,0.1,0.67,0.07
"5777",0.01,0.01,0.76,0.09,0.09,0.03,0.01
"5778",0.07,0,0.73,0.03,0.03,0.09,0.05
"5779",0.01,0,0.02,0.9,0,0.05,0.02
"5780",0.03,0.04,0.71,0.05,0.02,0.02,0.13
"5781",0.07,0.01,0.14,0.49,0.15,0.12,0.02
"5782",0.03,0.01,0.01,0.25,0,0.68,0.02
"5783",0.57,0,0.06,0.09,0.1,0.17,0.01
"5784",0,0,0.06,0.03,0.01,0.02,0.88
"5785",0.77,0,0.02,0.08,0.03,0.03,0.07
"5786",0.04,0,0.02,0.02,0.86,0.04,0.02
"5787",0.02,0.03,0.02,0.05,0.68,0.04,0.16
"5788",0,0.02,0.91,0.02,0.01,0.01,0.03
"5789",0.02,0,0.84,0.02,0.03,0.03,0.06
"5790",0.01,0.01,0.12,0.72,0.02,0.07,0.05
"5791",0.41,0.01,0.01,0.06,0.09,0.2,0.22
"5792",0,0,0.01,0.92,0,0.06,0.01
"5793",0.02,0.01,0.02,0.02,0.03,0.04,0.86
"5794",0.01,0.02,0.01,0.14,0.06,0.76,0
"5795",0,1,0,0,0,0,0
"5796",0.23,0,0.07,0.17,0.16,0.2,0.17
"5797",0.87,0,0.03,0.02,0.03,0.03,0.02
"5798",0,1,0,0,0,0,0
"5799",0.13,0,0.77,0.03,0.02,0.04,0.01
"5800",0.04,0,0.01,0.03,0.02,0.88,0.02
"5801",0,0.98,0,0.01,0,0.01,0
"5802",0,0.99,0,0,0,0,0.01
"5803",0.02,0,0.04,0.17,0.12,0.65,0
"5804",0.01,0,0.01,0.04,0.02,0.92,0
"5805",0,0.98,0.01,0.01,0,0,0
"5806",0.02,0.04,0.05,0.44,0,0.43,0.02
"5807",0.01,0.11,0.03,0.66,0.02,0.15,0.02
"5808",0.01,0,0.02,0.92,0,0.05,0
"5809",0.01,0.02,0.01,0.59,0.12,0.22,0.03
"5810",0.02,0.1,0.62,0.08,0.06,0.03,0.09
"5811",0,0.99,0,0.01,0,0,0
"5812",0.01,0.01,0.8,0.17,0,0,0.01
"5813",0.95,0,0,0.02,0,0.03,0
"5814",0,0.49,0.29,0.16,0,0.03,0.03
"5815",0.08,0,0.05,0.04,0.04,0.07,0.72
"5816",0.95,0,0,0.02,0,0.03,0
"5817",0,0.01,0.03,0.78,0.04,0.13,0.01
"5818",0,0.06,0.11,0.01,0.02,0.09,0.71
"5819",0.01,0,0.03,0,0.01,0,0.95
"5820",0,0,0.02,0,0,0,0.98
"5821",0.14,0,0.53,0.05,0.09,0.07,0.12
"5822",0.01,0,0.02,0.17,0,0.74,0.06
"5823",0.01,0.04,0.02,0.03,0.85,0.05,0
"5824",0.02,0,0.03,0.76,0.01,0.13,0.05
"5825",0,0,0.02,0,0.97,0.01,0
"5826",0.01,0,0.01,0.12,0.02,0.82,0.02
"5827",0.01,0.07,0.05,0.09,0.59,0.14,0.05
"5828",0.04,0.03,0.69,0.08,0.08,0.01,0.07
"5829",0.01,0,0.03,0.05,0.1,0.01,0.8
"5830",0,0.99,0,0.01,0,0,0
"5831",0.02,0.01,0.05,0.87,0.02,0.02,0.01
"5832",0,0.99,0.01,0,0,0,0
"5833",0,0.09,0.62,0.04,0.08,0.07,0.1
"5834",0.03,0,0.07,0.02,0.7,0.06,0.12
"5835",0,0,0.06,0.78,0.02,0.14,0
"5836",0.05,0.01,0.11,0.18,0.41,0.08,0.16
"5837",0.01,0,0.08,0.01,0.7,0.03,0.17
"5838",0.01,0.01,0.02,0.89,0,0.07,0
"5839",0.61,0.01,0.04,0.09,0.07,0.11,0.07
"5840",0.07,0,0.07,0.68,0.05,0.1,0.03
"5841",0,1,0,0,0,0,0
"5842",0.02,0,0.05,0.05,0.78,0.06,0.04
"5843",0.04,0.02,0.05,0.12,0.03,0.67,0.07
"5844",0.03,0.04,0.06,0.02,0.73,0.09,0.03
"5845",0.11,0.04,0.11,0.28,0.08,0.28,0.1
"5846",0.07,0.01,0.11,0.62,0.02,0.12,0.05
"5847",0.82,0,0.04,0.04,0.03,0.02,0.05
"5848",0.97,0,0,0.01,0.01,0,0.01
"5849",0,0.01,0.05,0.83,0.01,0.1,0
"5850",0.68,0,0.03,0.09,0.02,0.11,0.07
"5851",0,0.96,0.01,0,0.01,0.02,0
"5852",0,0.98,0.02,0,0,0,0
"5853",0,1,0,0,0,0,0
"5854",0.9,0,0.01,0.02,0,0.06,0.01
"5855",0,0.05,0.04,0.06,0.03,0.02,0.8
"5856",0,0,0,0,0.96,0.03,0.01
"5857",0,0,0,0.03,0.92,0.03,0.02
"5858",0.04,0.02,0.16,0.7,0.01,0.06,0.01
"5859",0.06,0.04,0.03,0.07,0.03,0.22,0.55
"5860",0.05,0.01,0.03,0.05,0.66,0.15,0.05
"5861",0.02,0.01,0.04,0.05,0.06,0.06,0.76
"5862",0.01,0.02,0.87,0.06,0.02,0.01,0.01
"5863",0,0,0,0.04,0.94,0.02,0
"5864",0,0.99,0,0,0.01,0,0
"5865",0.01,0,0.01,0,0.92,0.02,0.04
"5866",0,0.1,0.78,0.11,0,0.01,0
"5867",0.02,0.01,0.03,0.86,0.03,0.05,0
"5868",0.01,0.02,0.66,0.13,0.08,0.07,0.03
"5869",0.05,0.04,0.04,0.06,0.71,0.07,0.03
"5870",0,0.99,0,0,0,0,0.01
"5871",0.02,0.01,0.62,0.22,0.03,0.04,0.06
"5872",0,0.01,0.03,0.07,0.84,0.05,0
"5873",0.07,0,0.1,0.1,0.11,0.5,0.12
"5874",0.93,0,0.01,0,0,0.03,0.03
"5875",0.35,0.02,0.13,0.15,0.08,0.16,0.11
"5876",0,0.01,0.01,0,0.97,0.01,0
"5877",0.02,0.11,0.02,0.11,0.61,0.04,0.09
"5878",0.73,0.01,0.09,0.06,0.03,0.03,0.05
"5879",0.01,0.96,0.02,0.01,0,0,0
"5880",0.03,0,0.02,0.02,0.49,0.42,0.02
"5881",0.02,0.01,0.67,0.25,0.01,0.04,0
"5882",0.02,0.01,0.17,0.11,0.55,0.05,0.09
"5883",0,1,0,0,0,0,0
"5884",0.08,0,0,0.45,0.01,0.45,0.01
"5885",0.02,0.02,0.03,0.74,0.01,0.17,0.01
"5886",0.95,0,0,0.01,0.03,0,0.01
"5887",0.04,0.02,0.82,0.05,0.02,0.03,0.02
"5888",0.01,0,0.01,0,0.98,0,0
"5889",0.02,0.02,0.02,0.01,0.85,0.05,0.03
"5890",0,0.03,0.02,0.03,0,0.03,0.89
"5891",0.09,0.02,0.06,0.45,0.05,0.21,0.12
"5892",0.01,0.92,0.05,0,0,0,0.02
"5893",0,0.08,0.03,0.88,0,0.01,0
"5894",0,1,0,0,0,0,0
"5895",0.01,0.04,0.11,0.24,0.01,0.54,0.05
"5896",0.92,0,0,0.02,0.01,0.05,0
"5897",0.04,0.01,0.08,0.02,0.1,0.04,0.71
"5898",0.92,0,0.02,0.01,0.02,0.02,0.01
"5899",0.01,0.02,0.86,0.04,0.02,0.02,0.03
"5900",0.04,0.01,0.63,0.11,0.12,0.07,0.02
"5901",0.02,0.01,0.75,0.05,0.06,0.04,0.07
"5902",0.11,0.05,0.08,0.1,0.08,0.49,0.09
"5903",0,0.1,0.01,0.02,0.06,0.8,0.01
"5904",0.06,0.07,0.04,0.14,0.54,0.13,0.02
"5905",0.02,0,0.29,0.02,0.33,0.1,0.24
"5906",0.01,0.1,0.4,0.28,0.04,0.04,0.13
"5907",0.04,0.01,0.74,0.11,0.03,0.01,0.06
"5908",0,1,0,0,0,0,0
"5909",0.1,0,0.13,0.58,0.06,0.11,0.02
"5910",0,1,0,0,0,0,0
"5911",0,0.88,0.03,0.05,0.01,0.01,0.02
"5912",0.01,0,0.03,0.01,0.01,0.01,0.93
"5913",0,0.01,0.97,0,0,0.01,0.01
"5914",0.03,0.1,0.02,0.11,0.58,0.11,0.05
"5915",0,0.23,0.01,0.18,0.36,0.13,0.09
"5916",0,0.35,0.08,0.5,0.02,0.05,0
"5917",0,1,0,0,0,0,0
"5918",0.08,0.02,0.65,0.06,0.08,0.04,0.07
"5919",0.03,0.01,0.04,0.06,0.01,0.61,0.24
"5920",0.01,0.04,0.02,0.86,0.04,0.02,0.01
"5921",0.01,0,0,0.05,0.03,0.91,0
"5922",0.03,0,0.06,0.03,0.04,0.03,0.81
"5923",0,0.05,0.67,0.22,0.01,0.02,0.03
"5924",0.03,0,0.06,0.01,0.04,0,0.86
"5925",0,0,0.01,0.92,0.02,0.04,0.01
"5926",0,0,0.08,0.01,0.85,0.05,0.01
"5927",0,0,0.01,0,0.96,0.01,0.02
"5928",0,0,0.01,0.01,0.04,0.02,0.92
"5929",0,0.99,0,0,0,0,0.01
"5930",0,0.02,0.01,0,0.94,0.03,0
"5931",0,0.08,0.79,0.01,0.01,0.04,0.07
"5932",0.02,0,0.02,0,0.88,0.02,0.06
"5933",0.15,0,0.19,0.05,0.08,0.07,0.46
"5934",0,0.05,0.02,0.31,0.06,0.52,0.04
"5935",0.01,0.01,0.01,0,0,0,0.97
"5936",0,0.98,0,0,0.02,0,0
"5937",0.01,0,0.01,0.91,0.03,0.04,0
"5938",0,0,0.01,0.01,0.05,0.02,0.91
"5939",0.04,0,0.07,0.06,0.05,0.73,0.05
"5940",0.03,0,0.01,0.05,0.03,0.04,0.84
"5941",0.02,0.01,0.12,0.03,0.02,0.07,0.73
"5942",0,0.05,0.02,0.85,0,0.07,0.01
"5943",0,0.01,0.93,0.04,0,0,0.02
"5944",0,0.02,0,0.07,0.01,0.9,0
"5945",0,0.01,0.04,0.89,0,0.06,0
"5946",0.83,0.01,0.03,0.05,0.01,0.05,0.02
"5947",0.03,0.01,0.05,0.04,0.02,0.13,0.72
"5948",0,0,0,0.01,0.99,0,0
"5949",0.06,0.01,0.7,0.06,0.12,0.04,0.01
"5950",0,0.05,0.85,0.03,0.03,0.01,0.03
"5951",0,0.9,0.1,0,0,0,0
"5952",0.05,0.04,0.1,0.03,0.04,0.09,0.65
"5953",0.03,0,0,0.01,0.89,0.04,0.03
"5954",0,0,0.05,0.02,0.19,0.01,0.73
"5955",0,0.99,0,0,0.01,0,0
"5956",0.01,0,0.02,0.07,0.72,0.14,0.04
"5957",0.08,0,0.04,0.04,0.66,0.11,0.07
"5958",0.01,0,0.08,0.09,0.72,0.06,0.04
"5959",0,0,0.06,0.01,0.09,0.03,0.81
"5960",0,1,0,0,0,0,0
"5961",0.06,0.04,0.17,0.08,0.29,0.07,0.29
"5962",0.02,0.02,0.58,0.17,0.05,0.08,0.08
"5963",0.87,0,0.05,0.02,0,0.02,0.04
"5964",0,0.01,0.92,0.05,0.02,0,0
"5965",0,1,0,0,0,0,0
"5966",0.01,0,0,0,0.97,0,0.02
"5967",0.02,0,0.02,0.79,0,0.17,0
"5968",0,0.99,0,0,0,0,0.01
"5969",0.07,0,0.08,0.03,0.02,0.05,0.75
"5970",0.52,0.03,0.03,0.14,0.11,0.1,0.07
"5971",0.03,0,0.76,0.07,0.01,0.02,0.11
"5972",0.02,0.03,0.04,0.76,0.01,0.14,0
"5973",0,0.09,0.07,0.05,0.06,0.03,0.7
"5974",0,0.99,0,0,0,0,0.01
"5975",0.02,0.02,0.03,0.1,0.71,0.11,0.01
"5976",0.04,0.03,0.03,0.01,0.86,0.03,0
"5977",0.01,0,0.02,0.01,0.88,0.02,0.06
"5978",0.97,0,0,0.01,0.01,0,0.01
"5979",0.02,0.08,0.38,0.45,0.04,0.03,0
"5980",0,0,0.02,0.01,0.85,0.09,0.03
"5981",0.04,0,0.15,0,0.56,0.07,0.18
"5982",0.95,0,0.02,0,0.02,0.01,0
"5983",0.51,0.01,0.11,0.07,0.07,0.08,0.15
"5984",0.08,0.02,0.01,0.04,0.06,0.77,0.02
"5985",0.89,0,0.07,0.02,0,0.01,0.01
"5986",0.92,0,0.02,0.01,0.03,0,0.02
"5987",0.01,0.01,0.01,0,0.93,0.04,0
"5988",0.03,0.01,0.05,0.81,0,0.09,0.01
"5989",0.78,0,0.01,0.03,0.03,0.1,0.05
"5990",0.01,0.09,0.06,0.12,0.04,0.58,0.1
"5991",0.02,0.16,0.15,0.42,0.03,0.15,0.07
"5992",0.1,0.04,0.12,0.22,0.17,0.26,0.09
"5993",0,0.02,0.93,0.02,0,0.02,0.01
"5994",0.03,0.02,0.05,0.01,0.02,0.11,0.76
"5995",0,0.55,0.02,0.03,0.06,0.1,0.24
"5996",0.01,0.02,0.92,0.01,0,0.02,0.02
"5997",0,0.05,0.07,0.04,0.13,0.09,0.62
"5998",0.01,0.04,0.73,0.08,0.02,0.03,0.09
"5999",0.05,0.01,0.02,0.02,0,0.05,0.85
"6000",0,0.03,0.02,0.05,0.83,0.03,0.04
"6001",0.68,0,0.06,0.07,0.02,0.15,0.02
"6002",0.65,0,0.07,0.08,0.06,0.09,0.05
"6003",0.08,0.06,0.12,0.32,0.04,0.22,0.16
"6004",0,0,0.04,0.02,0.01,0,0.93
"6005",0.06,0,0.03,0.01,0.04,0.05,0.81
"6006",0.06,0.01,0.03,0.51,0,0.37,0.02
"6007",0,0.99,0,0,0,0.01,0
"6008",0.02,0.03,0.66,0.07,0.01,0.02,0.19
