"","0","1","2","3","4","5","6"
"511",0.01,0.94,0.01,0,0,0.02,0.02
"512",0,0,0,0.08,0.87,0.04,0.01
"513",0.01,0,0.07,0.02,0.85,0.03,0.02
"514",0.05,0,0.05,0.31,0.28,0.27,0.04
"515",0.94,0,0,0,0.01,0.02,0.03
"516",0.03,0.4,0.37,0.06,0.06,0.01,0.07
"517",0.06,0,0.27,0.05,0.53,0.04,0.05
"518",0.01,0.03,0.19,0.63,0.02,0.06,0.06
"519",0.09,0.02,0.42,0.23,0.11,0.08,0.05
"520",0.15,0.01,0.06,0.47,0.04,0.21,0.06
"521",0.15,0.04,0.06,0.04,0.09,0.6,0.02
"522",0,0.97,0,0.01,0,0.02,0
"523",0,0.97,0.01,0,0,0.01,0.01
"524",0,0.03,0.04,0.9,0,0.03,0
"525",0.01,0.01,0.87,0.07,0.01,0.01,0.02
"526",0.97,0,0,0.02,0,0.01,0
"527",0.01,0.03,0.05,0.03,0.04,0.03,0.81
"528",0,0.01,0.01,0.9,0.01,0.07,0
"529",0,1,0,0,0,0,0
"530",0.01,0,0.04,0.01,0.07,0,0.87
"531",0.06,0.01,0.69,0.02,0.12,0.02,0.08
"532",0.81,0.01,0.07,0.03,0.02,0.06,0
"533",0.97,0,0,0,0,0.03,0
"534",0,0,0.94,0.03,0.02,0.01,0
"535",0,0,0,0.01,0.05,0.02,0.92
"536",0.02,0.02,0.03,0.23,0.01,0.57,0.12
"537",0.77,0,0.07,0.06,0.04,0.02,0.04
"538",0,0.04,0.04,0.86,0.01,0.05,0
"539",0.01,0.04,0.02,0.12,0.07,0.7,0.04
"540",0.01,0,0.94,0.01,0,0.02,0.02
"541",0.95,0,0,0.01,0,0.04,0
"542",0,0,0.44,0.06,0.1,0.05,0.35
"543",0.86,0,0.02,0.04,0.02,0.05,0.01
"544",0.85,0,0.03,0.01,0.03,0.08,0
"545",0,1,0,0,0,0,0
"546",0.04,0.01,0,0.05,0.1,0.78,0.02
"547",0,1,0,0,0,0,0
"548",0,0,0.01,0.03,0.94,0.02,0
"549",0.01,0.04,0.69,0.11,0,0.03,0.12
"550",0,0.91,0.02,0.02,0.01,0.03,0.01
"551",0,0.98,0,0.01,0.01,0,0
"552",0.15,0.02,0.08,0.25,0.06,0.42,0.02
"553",0.14,0,0.71,0.03,0.06,0.03,0.03
"554",0.05,0.01,0.06,0.05,0.73,0.05,0.05
"555",0.04,0,0.13,0.03,0.65,0.05,0.1
"556",0,1,0,0,0,0,0
"557",0.06,0,0.01,0.06,0.77,0.08,0.02
"558",0.05,0.6,0.05,0.08,0.11,0.05,0.06
"559",0,0,0,0,0,0,1
"560",0,1,0,0,0,0,0
"561",0.02,0.11,0.39,0.32,0.07,0.04,0.05
"562",0.95,0,0,0.01,0.02,0.02,0
"563",0.01,0.05,0.01,0.04,0.02,0.87,0
"564",0,1,0,0,0,0,0
"565",0.87,0,0.05,0.01,0,0.05,0.02
"566",1,0,0,0,0,0,0
"567",0,0.08,0.02,0.71,0.08,0.11,0
"568",0,1,0,0,0,0,0
"569",0.02,0.06,0.04,0.57,0.02,0.23,0.06
"570",0.73,0,0.03,0.11,0.04,0.08,0.01
"571",0,0.02,0.01,0.18,0.03,0.7,0.06
"572",0.05,0.01,0.01,0.01,0.07,0.03,0.82
"573",0,0,0,0,0.95,0.02,0.03
"574",0,1,0,0,0,0,0
"575",0,0.99,0,0.01,0,0,0
"576",0.01,0.01,0.02,0.03,0.9,0.01,0.02
"577",0.04,0.02,0.67,0.1,0.05,0.06,0.06
"578",0,0.97,0.01,0.01,0,0.01,0
"579",0,0.01,0.01,0.94,0,0.04,0
"580",0.91,0,0.01,0.02,0.02,0.01,0.03
"581",0.16,0.01,0.02,0.05,0.09,0.6,0.07
"582",0.01,0.01,0.14,0.63,0.05,0.13,0.03
"583",0,0,0,0.02,0.01,0,0.97
"584",0.02,0,0.01,0.08,0,0.82,0.07
"585",0,0.9,0.01,0.02,0.04,0.02,0.01
"586",0,1,0,0,0,0,0
"587",0,1,0,0,0,0,0
"588",0.01,0.57,0.02,0.07,0.21,0.1,0.02
"589",0,0.92,0.05,0.02,0,0,0.01
"590",0,0.01,0.54,0.09,0.06,0.01,0.29
"591",0,0,0,0.01,0.12,0.03,0.84
"592",0.03,0.01,0.01,0.02,0.03,0.03,0.87
"593",0.03,0.14,0,0.12,0.52,0.16,0.03
"594",0,0.91,0.02,0.03,0,0.01,0.03
"595",0,0.98,0,0.01,0.01,0,0
"596",0.1,0.05,0.43,0.16,0.03,0.14,0.09
"597",0.04,0.01,0.74,0.21,0,0,0
"598",0,1,0,0,0,0,0
"599",0.03,0,0.02,0.15,0.03,0.72,0.05
"600",0.12,0.01,0,0.21,0.1,0.55,0.01
"601",0.01,0.03,0.04,0.53,0.02,0.32,0.05
"602",0.26,0.01,0.13,0.08,0.07,0.32,0.13
"603",0.04,0,0.04,0.03,0.82,0.02,0.05
"604",0.06,0.04,0.06,0.03,0.08,0.69,0.04
"605",0,1,0,0,0,0,0
"606",0.09,0,0.02,0.17,0.1,0.6,0.02
"607",0,1,0,0,0,0,0
"608",0.87,0.01,0.03,0.04,0.01,0.02,0.02
"609",0,1,0,0,0,0,0
"610",0.01,0.03,0.85,0.09,0,0,0.02
"611",0.07,0.02,0.11,0.06,0.28,0.04,0.42
"612",0.06,0,0.05,0.19,0.04,0.63,0.03
"613",0.8,0,0.06,0.04,0.03,0.03,0.04
"614",0,0.94,0,0.01,0.03,0.02,0
"615",0,0,0.01,0.01,0.05,0.02,0.91
"616",0.06,0.01,0.06,0.1,0.17,0.57,0.03
"617",0.83,0,0.06,0.01,0.06,0.02,0.02
"618",0.01,0.01,0.03,0.05,0.49,0.36,0.05
"619",0.05,0.01,0.07,0.01,0.7,0.05,0.11
"620",0.03,0,0.01,0.1,0.73,0.1,0.03
"621",0.03,0.04,0.16,0.58,0.01,0.12,0.06
"622",0.05,0,0.05,0.71,0.04,0.11,0.04
"623",0,0.61,0.11,0.24,0.01,0.01,0.02
"624",0.03,0,0,0.8,0,0.14,0.03
"625",0.37,0.04,0.09,0.07,0.01,0.34,0.08
"626",0.17,0,0.02,0.04,0.01,0.16,0.6
"627",0,0,0.94,0.01,0.02,0,0.03
"628",0.1,0.05,0.04,0.66,0.06,0.08,0.01
"629",0.02,0,0.02,0.05,0.81,0.08,0.02
"630",0,0.05,0.11,0.73,0.06,0.04,0.01
"631",0.03,0.01,0,0.02,0.84,0.06,0.04
"632",0.94,0,0,0.03,0.01,0.02,0
"633",0.02,0.01,0.01,0.11,0.77,0.07,0.01
"634",0.01,0.01,0.02,0.7,0.1,0.13,0.03
"635",0.97,0,0.01,0.01,0.01,0,0
"636",0.01,0.01,0.01,0.01,0.05,0,0.91
"637",0.05,0.01,0.5,0.1,0.09,0.09,0.16
"638",0.16,0,0.09,0.25,0.02,0.42,0.06
"639",0,0.83,0.01,0.08,0.04,0.02,0.02
"640",0.03,0.02,0.04,0,0.06,0.81,0.04
"641",0.05,0.09,0.03,0.09,0.16,0.55,0.03
"642",0.03,0.12,0.01,0.14,0.52,0.15,0.03
"643",0.91,0,0.01,0.02,0.02,0.02,0.02
"644",0.05,0,0.03,0.02,0.78,0.03,0.09
"645",0,1,0,0,0,0,0
"646",0,0,0,0,0.98,0.01,0.01
"647",0.99,0,0,0,0,0.01,0
"648",0.02,0.08,0.07,0.07,0.66,0.04,0.06
"649",0.05,0,0.1,0.05,0.09,0.01,0.7
"650",0.03,0,0.02,0.8,0.03,0.09,0.03
"651",0.04,0,0.01,0.89,0.01,0.05,0
"652",0.91,0,0.01,0,0,0.06,0.02
"653",0,0.97,0.01,0,0,0.02,0
"654",0,0.99,0.01,0,0,0,0
"655",0.03,0,0.83,0.04,0.03,0.03,0.04
"656",0,0.03,0.01,0.05,0.01,0.03,0.87
"657",0.01,0.01,0.91,0.03,0.01,0.01,0.02
"658",0,0.01,0.09,0.02,0.1,0.03,0.75
"659",0.01,0.04,0.03,0.18,0.03,0.66,0.05
"660",0.01,0.98,0,0.01,0,0,0
"661",0,0,0.98,0.01,0,0,0.01
"662",0.02,0,0.01,0.04,0.04,0.07,0.82
"663",0.02,0.07,0.03,0.02,0.77,0.04,0.05
"664",0.23,0.01,0.49,0.12,0.07,0.06,0.02
"665",0.01,0.04,0.29,0.49,0.04,0.11,0.02
"666",0.02,0.02,0.07,0.03,0.04,0.01,0.81
"667",0.83,0,0,0.04,0.01,0.09,0.03
"668",0.07,0,0.27,0.39,0.07,0.06,0.14
"669",0.02,0.85,0.02,0.01,0,0.03,0.07
"670",0.04,0.01,0.05,0.01,0.77,0.04,0.08
"671",0.79,0,0.03,0.05,0.05,0.05,0.03
"672",0.01,0.11,0.03,0.08,0.06,0.64,0.07
"673",0.1,0,0.71,0.07,0.02,0.05,0.05
"674",0.01,0,0.02,0.02,0.92,0.02,0.01
"675",0.57,0.02,0.16,0.08,0.02,0.08,0.07
"676",0.02,0.01,0.02,0.04,0.05,0.85,0.01
"677",0.04,0,0.72,0.08,0.04,0.06,0.06
"678",0.94,0,0.01,0.01,0,0.02,0.02
"679",0,0.01,0.01,0.07,0.04,0.79,0.08
"680",0.41,0.02,0.17,0.03,0.15,0.08,0.14
"681",0.02,0,0.04,0.72,0,0.18,0.04
"682",0.06,0.01,0.03,0.24,0.38,0.19,0.09
"683",0.04,0,0.04,0.01,0.03,0.04,0.84
"684",0.92,0.01,0,0.01,0,0.05,0.01
"685",0,0.07,0.02,0.01,0.06,0.8,0.04
"686",0,0,0.01,0.68,0.11,0.19,0.01
"687",0,0.01,0.9,0.06,0,0.03,0
"688",0.01,0,0.06,0.05,0.83,0,0.05
"689",0.91,0,0.01,0.03,0,0.04,0.01
"690",0,1,0,0,0,0,0
"691",0,0.03,0,0.02,0,0.95,0
"692",0.01,0,0.03,0.64,0.02,0.28,0.02
"693",0.01,0,0.07,0.71,0.11,0.09,0.01
"694",0.05,0,0.06,0.03,0.01,0.05,0.8
"695",0,0,0,0.03,0.86,0.05,0.06
"696",0,1,0,0,0,0,0
"697",0,1,0,0,0,0,0
"698",0.01,0.01,0.02,0.02,0.02,0.9,0.02
"699",0.03,0.03,0.02,0.66,0,0.26,0
"700",0,0.01,0.04,0.01,0,0.02,0.92
"701",0,1,0,0,0,0,0
"702",0.06,0.02,0.02,0.11,0.06,0.65,0.08
"703",0.03,0.02,0.11,0.06,0.59,0.05,0.14
"704",0.02,0.06,0.01,0.05,0.76,0.09,0.01
"705",0,0,0,0,0.96,0.03,0.01
"706",0,0.97,0,0,0,0.01,0.02
"707",0.03,0.01,0.1,0.77,0,0.09,0
"708",0.01,0,0,0,0.02,0,0.97
"709",0.02,0,0.01,0.01,0,0.02,0.94
"710",0.02,0,0.04,0.83,0.02,0.08,0.01
"711",0.03,0.02,0.82,0.06,0.01,0.01,0.05
"712",0.02,0.05,0.02,0.02,0,0.06,0.83
"713",0.41,0,0.06,0.07,0.04,0.09,0.33
"714",0,0.97,0.02,0.01,0,0,0
"715",0.08,0.02,0.32,0.47,0,0.1,0.01
"716",0,0.04,0.06,0,0.86,0.02,0.02
"717",0.03,0,0.01,0.7,0.02,0.21,0.03
"718",0.01,0.01,0.02,0.06,0.05,0.03,0.82
"719",0.06,0,0.01,0.02,0.87,0.02,0.02
"720",0,1,0,0,0,0,0
"721",0.03,0,0,0.15,0,0.82,0
"722",0.03,0.01,0.1,0.46,0.05,0.18,0.17
"723",0.01,0,0.87,0.06,0.02,0.01,0.03
"724",0,0,0.01,0.04,0.92,0,0.03
"725",0.06,0.01,0.61,0.18,0.02,0.01,0.11
"726",0.02,0.01,0.01,0.02,0.08,0.86,0
"727",0.08,0.04,0.03,0.02,0.64,0.15,0.04
"728",0.04,0.01,0.05,0.13,0.17,0.54,0.06
"729",0.11,0.02,0.09,0.06,0.04,0.29,0.39
"730",0,0.01,0.02,0,0.92,0.04,0.01
"731",0,1,0,0,0,0,0
"732",0.3,0,0.18,0.37,0,0.13,0.02
"733",0.32,0,0.1,0.17,0.08,0.28,0.05
"734",0.08,0.02,0.6,0.18,0.02,0.03,0.07
"735",0,0.04,0.03,0.02,0.05,0.02,0.84
"736",0,0.97,0.01,0.01,0,0,0.01
"737",0.03,0,0.02,0.35,0.02,0.56,0.02
"738",0.01,0.01,0.1,0.78,0.01,0.08,0.01
"739",0.13,0.01,0.17,0.46,0.03,0.16,0.04
"740",0,0.02,0.01,0.02,0.01,0.04,0.9
"741",0.87,0,0.02,0.04,0.02,0.02,0.03
"742",0.01,0.05,0.01,0.09,0.02,0.79,0.03
"743",0,0.84,0.01,0.06,0,0.09,0
"744",0.91,0,0,0.01,0.02,0.04,0.02
"745",0.75,0,0.04,0.07,0.04,0.08,0.02
"746",0.03,0.02,0.23,0.06,0.13,0.05,0.48
"747",0.12,0.01,0.49,0.15,0.04,0.15,0.04
"748",0.11,0.01,0.32,0.02,0.13,0.14,0.27
"749",0.12,0.04,0.03,0.1,0.14,0.18,0.39
"750",0.94,0,0.01,0,0,0.05,0
"751",0.95,0,0.03,0.01,0,0,0.01
"752",0.06,0,0.06,0.02,0.73,0.06,0.07
"753",0,0,0,0,0.95,0.02,0.03
"754",0.1,0,0.05,0.21,0.08,0.54,0.02
"755",0.02,0,0.46,0.08,0.14,0.07,0.23
"756",0.19,0,0.07,0.04,0.28,0.31,0.11
"757",0.02,0.09,0.56,0.26,0.03,0.03,0.01
"758",0.05,0.02,0.66,0.05,0.02,0.04,0.16
"759",0.07,0.01,0.02,0.67,0.01,0.2,0.02
"760",0.15,0.03,0.04,0.04,0.01,0.16,0.57
"761",0.89,0,0.05,0.03,0,0.02,0.01
"762",0.04,0,0.17,0.04,0.12,0.02,0.61
"763",0,0.01,0.01,0.01,0.9,0.05,0.02
"764",0.11,0,0.02,0.02,0.1,0.07,0.68
"765",0,0.01,0,0.01,0,0.03,0.95
"766",0,0.99,0.01,0,0,0,0
"767",0,0.97,0,0.01,0,0.01,0.01
"768",0.02,0,0.85,0.04,0.05,0.02,0.02
"769",0.12,0.03,0.38,0.12,0.11,0.06,0.18
"770",0.03,0.01,0.06,0.79,0.04,0.07,0
"771",0.78,0,0.05,0,0.02,0.05,0.1
"772",0.05,0.01,0.15,0.21,0.13,0.25,0.2
"773",0.02,0.02,0.03,0.02,0.76,0.13,0.02
"774",0.02,0.05,0,0.6,0.08,0.23,0.02
"775",0,0.99,0,0,0,0.01,0
"776",0.01,0.01,0.9,0.04,0,0,0.04
"777",0.11,0.01,0.06,0.46,0.03,0.29,0.04
"778",0,0.05,0.77,0.14,0.02,0.01,0.01
"779",0.88,0,0.02,0.05,0.01,0.04,0
"780",0.81,0,0.07,0.03,0.02,0.04,0.03
"781",0,1,0,0,0,0,0
"782",0,1,0,0,0,0,0
"783",0.43,0,0.04,0.06,0.11,0.27,0.09
"784",0,1,0,0,0,0,0
"785",0.01,0,0.95,0.03,0,0,0.01
"786",0.05,0.05,0.03,0.06,0.66,0.13,0.02
"787",0.95,0,0,0,0,0.04,0.01
"788",0,0.95,0.01,0.01,0,0.02,0.01
"789",0.01,0.01,0.05,0.02,0.09,0.02,0.8
"790",0.06,0.03,0.03,0.07,0.07,0.72,0.02
"791",0.01,0.01,0.05,0.02,0.02,0.02,0.87
"792",0,0.06,0.71,0.1,0.01,0.04,0.08
"793",0,1,0,0,0,0,0
"794",0,0.07,0.66,0.22,0.02,0.03,0
"795",0,0.99,0,0.01,0,0,0
"796",0.02,0.01,0.02,0.28,0.02,0.59,0.06
"797",0.05,0.01,0.16,0.05,0.06,0.01,0.66
"798",0.47,0,0.02,0.14,0.05,0.31,0.01
"799",0,0.79,0.05,0.05,0.04,0.07,0
"800",0,0,0.02,0.03,0.93,0.01,0.01
"801",0,0.99,0,0.01,0,0,0
"802",0.03,0.04,0.63,0.07,0.08,0.06,0.09
"803",0.98,0,0,0.01,0,0.01,0
"804",0.05,0.01,0.02,0.03,0.77,0.07,0.05
"805",0.97,0,0,0.02,0.01,0,0
"806",0.95,0,0.01,0.01,0.01,0.01,0.01
"807",0.03,0,0.02,0.01,0.05,0.07,0.82
"808",0.09,0,0.04,0.04,0.07,0.72,0.04
"809",0.05,0.01,0.07,0.37,0.01,0.43,0.06
"810",0.01,0.01,0.02,0,0.02,0,0.94
"811",0,0.04,0.05,0.04,0.82,0.02,0.03
"812",0.13,0.03,0.14,0.13,0.11,0.1,0.36
"813",0.11,0,0.01,0.12,0.05,0.7,0.01
"814",0.02,0,0.05,0.02,0.06,0,0.85
"815",0,0.7,0.05,0.11,0.03,0.08,0.03
"816",0,0.05,0.21,0.31,0.05,0.3,0.08
"817",0.03,0.02,0.03,0.73,0.02,0.15,0.02
"818",0,1,0,0,0,0,0
"819",0.13,0.03,0.03,0.03,0.09,0.18,0.51
"820",0.81,0.01,0.02,0.01,0.03,0.05,0.07
"821",0.03,0,0.03,0.25,0.06,0.58,0.05
"822",0,1,0,0,0,0,0
"823",0.04,0,0,0.08,0,0.87,0.01
"824",0.01,0,0.06,0.03,0.07,0.03,0.8
"825",0.03,0.03,0.14,0.6,0.02,0.15,0.03
"826",0,1,0,0,0,0,0
"827",0.04,0.08,0.12,0.02,0.08,0.57,0.09
"828",0.09,0,0.15,0.03,0.46,0.1,0.17
"829",0.98,0,0,0,0.01,0.01,0
"830",0.8,0,0,0.04,0.03,0.09,0.04
"831",0.03,0.03,0.82,0.02,0.01,0.06,0.03
"832",0.13,0.02,0,0.27,0,0.56,0.02
"833",0.16,0.04,0.2,0.15,0.06,0.33,0.06
"834",0.02,0,0.11,0,0.04,0.05,0.78
"835",0.01,0.01,0.8,0.1,0.04,0.02,0.02
"836",0.04,0,0.84,0.03,0.04,0,0.05
"837",0.03,0.01,0.01,0.01,0.88,0.01,0.05
"838",0,1,0,0,0,0,0
"839",0.03,0.05,0.06,0.43,0.1,0.26,0.07
"840",0,1,0,0,0,0,0
"841",0.03,0.01,0,0.64,0,0.31,0.01
"842",0,0.98,0,0,0,0,0.02
"843",0.03,0.01,0.9,0.04,0,0,0.02
"844",0,1,0,0,0,0,0
"845",0.01,0,0.02,0.89,0,0.08,0
"846",0.04,0.05,0.58,0.11,0.01,0.02,0.19
"847",0.09,0.01,0.58,0.04,0.11,0.05,0.12
"848",0.01,0,0.01,0.02,0.92,0.04,0
"849",0,0.83,0.04,0.08,0,0.04,0.01
"850",0,0.99,0,0.01,0,0,0
"851",0.18,0.01,0.01,0.18,0.02,0.58,0.02
"852",0.97,0,0,0.01,0,0.02,0
"853",0.08,0,0.04,0.1,0.06,0.64,0.08
"854",0,0.95,0,0.01,0.01,0.02,0.01
"855",0,0.99,0,0.01,0,0,0
"856",0.01,0.02,0.01,0,0.02,0.01,0.93
"857",0.01,0.02,0.02,0.11,0.14,0.66,0.04
"858",0,0.99,0,0,0.01,0,0
"859",0,0.06,0.07,0.04,0.72,0.05,0.06
"860",0.01,0,0.07,0.04,0.64,0.17,0.07
"861",0.04,0,0.02,0,0.81,0.05,0.08
"862",0.14,0,0.05,0.58,0.02,0.19,0.02
"863",0.02,0.02,0,0.23,0.14,0.55,0.04
"864",0.68,0.01,0.11,0.02,0.07,0.07,0.04
"865",0.02,0.02,0.8,0.11,0,0.02,0.03
"866",0,0,0,0,0.01,0,0.99
"867",0,0.98,0,0,0,0.02,0
"868",0,0.55,0.13,0.3,0.01,0.01,0
"869",0.01,0.18,0.01,0.08,0.01,0.71,0
"870",0.01,0.06,0.11,0.67,0.1,0.05,0
"871",0.01,0.98,0.01,0,0,0,0
"872",0,0.07,0.04,0.08,0.08,0.71,0.02
"873",0.01,0,0,0.22,0,0.77,0
"874",0.02,0,0.02,0.38,0.01,0.54,0.03
"875",0.04,0.02,0.06,0.4,0.24,0.17,0.07
"876",0.21,0.03,0.05,0.23,0.16,0.21,0.11
"877",0,1,0,0,0,0,0
"878",0,1,0,0,0,0,0
"879",0,1,0,0,0,0,0
"880",0.01,0,0.02,0.06,0.84,0.03,0.04
"881",0,0,0.01,0.01,0.95,0.01,0.02
"882",0,0.01,0,0.01,0.94,0.03,0.01
"883",0.03,0,0.08,0.01,0.15,0,0.73
"884",0.08,0.02,0.07,0.07,0.05,0.69,0.02
"885",0,1,0,0,0,0,0
"886",0.78,0,0.02,0.06,0.02,0.09,0.03
"887",0.01,0.97,0,0,0,0.01,0.01
"888",0.01,0,0.07,0.31,0.13,0.48,0
"889",0,0.05,0.08,0.37,0.03,0.46,0.01
"890",0.06,0,0.2,0.03,0.19,0.23,0.29
"891",0.11,0,0.1,0.04,0.61,0.03,0.11
"892",0.04,0.03,0.54,0.1,0.16,0.04,0.09
"893",0.01,0,0.03,0,0.02,0,0.94
"894",0.01,0.01,0.01,0.8,0.01,0.15,0.01
"895",0.04,0.01,0.25,0.6,0.01,0.06,0.03
"896",0.92,0,0.02,0.01,0,0.04,0.01
"897",0.07,0.01,0.02,0.04,0.76,0.08,0.02
"898",0,1,0,0,0,0,0
"899",0.04,0,0.04,0.08,0.08,0.01,0.75
"900",0.11,0.02,0.16,0.5,0.03,0.14,0.04
"901",0.01,0.02,0.27,0.43,0.08,0.11,0.08
"902",0.04,0.04,0.08,0.55,0.01,0.24,0.04
"903",0.03,0,0.01,0.04,0.74,0.12,0.06
"904",0.01,0,0.04,0.01,0.03,0.01,0.9
"905",0.01,0,0.03,0.07,0.87,0.02,0
"906",0,0.96,0,0.01,0.01,0,0.02
"907",0,0.68,0.09,0.08,0.01,0.07,0.07
"908",0.97,0,0,0.02,0,0.01,0
"909",0.01,0.01,0.03,0,0.02,0.02,0.91
"910",0,0,0.87,0.07,0.01,0.02,0.03
"911",0.01,0.01,0,0.87,0.01,0.1,0
"912",0.01,0.01,0.03,0.84,0.01,0.09,0.01
"913",0.04,0.03,0.71,0.15,0.02,0.01,0.04
"914",0.12,0.01,0.11,0.14,0.09,0.33,0.2
"915",0,1,0,0,0,0,0
"916",0.01,0,0.01,0.02,0.96,0,0
"917",0.01,0.01,0.04,0.04,0.81,0.05,0.04
"918",0.03,0.01,0.02,0.06,0.03,0.03,0.82
"919",0,0,0.04,0,0.01,0.01,0.94
"920",0.02,0.02,0.1,0.82,0.01,0.03,0
"921",0.81,0.01,0.07,0.05,0,0.05,0.01
"922",0.94,0,0,0.02,0,0.02,0.02
"923",0.02,0.02,0.04,0.09,0.11,0.7,0.02
"924",0.02,0.01,0.06,0.04,0.09,0.02,0.76
"925",0.07,0.05,0.04,0.02,0.04,0.03,0.75
"926",0,0,0.04,0,0.02,0.03,0.91
"927",0.03,0.01,0.81,0.04,0.06,0.03,0.02
"928",0.03,0.01,0.03,0.77,0.05,0.11,0
"929",0.03,0.01,0.05,0.02,0,0.88,0.01
"930",0.01,0.89,0.01,0,0.01,0.04,0.04
"931",0.03,0,0.84,0.11,0,0.01,0.01
"932",0.02,0,0.04,0.01,0.04,0.03,0.86
"933",0.07,0.03,0.61,0.04,0.06,0.1,0.09
"934",0.91,0,0.06,0.01,0,0.01,0.01
"935",0.07,0,0.05,0.27,0.02,0.54,0.05
"936",0,0,0.01,0,0.96,0.03,0
"937",0,0,0.01,0.92,0.05,0.02,0
"938",0,1,0,0,0,0,0
"939",0,1,0,0,0,0,0
"940",0.03,0.09,0.05,0.04,0.66,0.08,0.05
"941",0,0.9,0,0,0.04,0.01,0.05
"942",0.01,0,0.02,0.73,0,0.23,0.01
"943",0.01,0.01,0.03,0,0.01,0.04,0.9
"944",0.96,0,0,0.01,0,0.03,0
"945",0,0,0,0.96,0.01,0.03,0
"946",0,1,0,0,0,0,0
"947",0.13,0,0.02,0.59,0.03,0.23,0
"948",0.03,0.01,0.03,0.13,0.09,0.61,0.1
"949",0.05,0,0.77,0.02,0.05,0.01,0.1
"950",0.01,0.01,0.03,0.01,0.04,0.04,0.86
"951",0.03,0.04,0.05,0.12,0,0.07,0.69
"952",0.1,0.03,0.2,0.52,0,0.07,0.08
"953",0.02,0,0.05,0.04,0.85,0,0.04
"954",0.02,0.35,0.41,0.07,0.06,0.04,0.05
"955",0.76,0,0.04,0.08,0,0.1,0.02
"956",0.01,0.01,0.03,0,0.92,0.02,0.01
"957",0.05,0.05,0.18,0.17,0.04,0.39,0.12
"958",0,0.99,0,0.01,0,0,0
"959",0.01,0,0.03,0.02,0.27,0.04,0.63
"960",0.13,0.03,0.02,0.22,0.08,0.41,0.11
"961",0,0,0.02,0.03,0.04,0.03,0.88
"962",0.01,0,0,0.04,0.03,0.91,0.01
"963",0,0.98,0,0.01,0,0.01,0
"964",0.54,0.01,0.09,0.08,0.11,0.12,0.05
"965",0.02,0,0.86,0.03,0.01,0.01,0.07
"966",0,0.11,0.03,0.06,0.72,0.07,0.01
"967",0.04,0.05,0.02,0.1,0.22,0.53,0.04
"968",0.03,0.02,0.06,0,0.07,0.01,0.81
"969",0.04,0,0.02,0.14,0.04,0.65,0.11
"970",0.8,0.01,0.02,0.03,0.01,0.11,0.02
"971",0.05,0,0.08,0.03,0.05,0.03,0.76
"972",0.13,0.08,0.52,0.13,0.08,0.03,0.03
"973",0.96,0,0.01,0.01,0.01,0.01,0
"974",0.92,0,0.02,0.01,0.02,0.03,0
"975",0.09,0.02,0.28,0.44,0.02,0.15,0
"976",0,1,0,0,0,0,0
"977",0.02,0.01,0.03,0.56,0.25,0.09,0.04
"978",0.51,0.01,0.07,0.11,0.07,0.17,0.06
"979",0.06,0,0.09,0.74,0.04,0.07,0
"980",0.65,0.02,0.06,0.07,0.05,0.03,0.12
"981",0.62,0.02,0.04,0.06,0.11,0.1,0.05
"982",0.07,0.04,0.07,0.59,0.02,0.18,0.03
"983",0,0,0.95,0.03,0.02,0,0
"984",0.48,0,0.14,0.05,0.09,0.07,0.17
"985",0.01,0.01,0.04,0.36,0.01,0.54,0.03
"986",0.91,0,0.01,0.01,0.01,0.06,0
"987",0.49,0,0.15,0.11,0.09,0.11,0.05
"988",0.08,0,0,0.03,0.74,0.08,0.07
"989",0.04,0.02,0.42,0.11,0.13,0.11,0.17
"990",0.03,0.81,0.09,0.02,0.01,0.01,0.03
"991",0,1,0,0,0,0,0
"992",0.02,0.02,0.08,0.03,0.05,0.05,0.75
"993",0.01,0.02,0.02,0.16,0.01,0.7,0.08
"994",0,1,0,0,0,0,0
"995",0.89,0,0.03,0.01,0.01,0.06,0
"996",0.13,0.01,0.11,0.11,0.12,0.32,0.2
"997",0.02,0,0.02,0.89,0,0.07,0
"998",0.66,0,0.07,0.03,0.03,0.12,0.09
"999",0.02,0,0.91,0,0,0,0.07
"1000",0.01,0,0,0.1,0.09,0.64,0.16
"1001",0,1,0,0,0,0,0
"1002",0.02,0.02,0.04,0.77,0.01,0.14,0
"1003",0.02,0,0,0.01,0.94,0.02,0.01
"1004",0,0.02,0.02,0.01,0.01,0.05,0.89
"1005",0.75,0,0.06,0.03,0.04,0.02,0.1
"1006",0.01,0.01,0.04,0.87,0,0.07,0
"1007",0.02,0.01,0.08,0.62,0.04,0.18,0.05
"1008",0.02,0,0.7,0.16,0.03,0.03,0.06
"1009",0.12,0.06,0.1,0.06,0.1,0.32,0.24
"1010",0.02,0.03,0.03,0.04,0.07,0.33,0.48
"1011",0.95,0,0.01,0.01,0.02,0.01,0
"1012",0.08,0.03,0.01,0.07,0.69,0.09,0.03
"1013",0.03,0.05,0.65,0.16,0.04,0.04,0.03
"1014",0.78,0.01,0.04,0.05,0.03,0.02,0.07
"1015",0.01,0.01,0.02,0.72,0.02,0.21,0.01
"1016",0.01,0,0.02,0.09,0.21,0.2,0.47
"1017",0.27,0,0.08,0.08,0.43,0.09,0.05
"1018",0.89,0,0.04,0.04,0,0.03,0
"1019",0.03,0.05,0,0.1,0.07,0.75,0
"1020",0,0.01,0.01,0.8,0.02,0.16,0
"1021",0.86,0,0,0.08,0.01,0.04,0.01
